seed;p;dMax;availables;plain;jump;gain;contour;plateau;qEst;qHat;sHat;pHit;fromzero;fzSAG;fzPur;randomly;rdSAG;rdPur;cleverly;clSAG;clPur;greedyIG;grSAG;grPur;bForceIG;bfSAG;bfPur
7255;4;   9;      1224; skew;   8;   7;      1;      1;   0;   0; 766;62.6;     620;    0;  imp;     624;    0;  imp;     798;    0;  imp;     804;    0;  imp;       ?;    ?;    ?
7256;4;   6;       740; skew;   5;   2;      4;      1;   0;   0; 367;49.6;     265;    0;  imp;     267;    0;  imp;     367;    0; pure;     274;    0;  imp;       ?;    ?;    ?
7265;5;   7;     16807;plain;  11;   0;      5;      5;   0;   0;7776;46.3;    7776;    0; pure;    4014;    0;  imp;    7776;    0; pure;    6480;    1; pure;       ?;    ?;    ?
7266;6;   4;       426; skew;   1;   1;      4;      6;   1;   1; 136;31.9;     110;    1;  imp;     107;    1;  imp;     138;    1;  imp;     139;    2;  imp;       ?;    ?;    ?
7270;3;   4;        20; skew;   2;   2;      2;      1;   1;   0;   9;45.0;       9;    1;  imp;      11;    0;  imp;      11;    0;  imp;      12;    1;  imp;      12;    1;  imp
7271;6;   6;       720; skew;   5;   4;      1;      4;   1;   0; 265;36.8;     539;    1;  imp;     538;    1;  imp;     529;    0;  imp;     559;    1;  imp;       ?;    ?;    ?
7272;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;      60;    4; pure;      83;    3;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
7273;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;    1296;    0; pure;     805;    0;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
7279;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    1; pure;    2284;    1;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
7280;5;   5;      1110; skew;   4;   4;      2;      2;   1;   1; 429;38.6;     351;    1;  imp;     285;    1;  imp;     437;    1;  imp;     433;    1;  imp;       ?;    ?;    ?
7282;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;      54;    2; pure;      49;    2;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
7285;5;   7;       414; skew;   1;   1;      4;      5;   0;   0; 256;61.8;     277;    0;  imp;     257;    0;  imp;     270;    0;  imp;     274;    0;  imp;       ?;    ?;    ?
7286;6;   4;       240; skew;   2;   1;      2;      1;   1;   1;  81;33.8;      88;    1;  imp;     101;    2;  imp;     110;    1;  imp;     110;    2;  imp;       ?;    ?;    ?
7287;3;   8;       136; skew;   3;   0;      1;      1;   0;   0;  81;59.6;      70;    0;  imp;      68;    0;  imp;      82;    0;  imp;      81;    0;  imp;       ?;    ?;    ?
7288;3;   3;        14; skew;   1;   1;      2;      3;   1;   1;   6;42.9;       6;    1; pure;       6;    1; pure;       6;    1; pure;       6;    0;  imp;       6;    0;  imp
7290;2;   4;        16;plain;  11;   0;      2;      2;   0;   0;   9;56.3;       6;    1; pure;       6;    1; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
7295;2;   8;        20; skew;   7;   4;      1;      1;   0;   0;  15;75.0;      15;    0;  imp;      15;    0;  imp;      15;    0; pure;      15;    0;  imp;      15;    0; pure
7298;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;      12;    1; pure;      12;    1; pure;      12;    1; pure;      12;    1; pure;      12;    1; pure
7301;4;   5;       240; skew;   3;   1;      3;      1;   1;   0; 111;46.3;     115;    0;  imp;     105;    0;  imp;     111;    0; pure;     119;    0;  imp;       ?;    ?;    ?
7303;3;   6;       216;plain;  11;   0;      3;      3;   0;   0; 125;57.9;      15;    2; pure;      57;    1;  imp;     125;    0; pure;     125;    0; pure;       ?;    ?;    ?
7304;3;   8;       432; skew;   6;   2;      2;      3;   0;   0; 299;69.2;     299;    0; pure;     227;    0;  imp;     299;    0; pure;     293;    0;  imp;       ?;    ?;    ?
7306;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      64;    0; pure;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
7307;5;   6;        36; skew;   2;   5;      2;      1;   1;   0;  15;41.7;      23;    0;  imp;      20;    0;  imp;      23;    0;  imp;      23;    0;  imp;      23;    0;  imp
7310;4;   9;      5030; skew;   6;   1;      2;      4;   0;   0;3067;61.0;    2762;    0;  imp;    1988;    0;  imp;    3067;    0; pure;    1764;    0;  imp;       ?;    ?;    ?
7314;6;   3;       726; skew;   2;   1;      6;      6;   2;   2; 239;32.9;     163;    3;  imp;     133;    2;  imp;     239;    2; pure;     239;    2; pure;       ?;    ?;    ?
7316;4;   4;       102; skew;   3;   3;      2;      4;   1;   1;  41;40.2;      17;    2;  imp;      33;    1;  imp;      45;    1;  imp;      45;    1;  imp;       ?;    ?;    ?
7321;4;   6;      1020; skew;   5;   3;      4;      3;   0;   0; 509;49.9;     509;    0;  imp;     367;    0;  imp;     509;    0; pure;     373;    1;  imp;       ?;    ?;    ?
7323;2;   7;        12; skew;   6;   4;      1;      1;   0;   0;   7;58.3;      10;    0;  imp;       9;    0;  imp;       9;    0;  imp;      10;    0;  imp;      10;    0;  imp
7325;6;   6;      3170; skew;   2;   0;      2;      3;   1;   1;1158;36.5;    1027;    1;  imp;     882;    1;  imp;    1253;    1;  imp;    1203;    1;  imp;       ?;    ?;    ?
7327;5;   7;     16807;plain;  11;   0;      5;      5;   0;   0;7776;46.3;     360;    3; pure;    1372;    2;  imp;    7776;    0; pure;    6480;    1; pure;       ?;    ?;    ?
7328;4;   8;      4096;plain;  11;   0;      4;      4;   0;   0;2401;58.6;    2401;    0; pure;    1585;    0;  imp;    2401;    0; pure;    1372;    1; pure;       ?;    ?;    ?
7329;2;   5;        12; skew;   4;   2;      1;      2;   0;   0;   8;66.7;       7;    0;  imp;       8;    0;  imp;       8;    0; pure;       8;    0; pure;       8;    0; pure
7331;6;   4;        42; skew;   1;   1;      4;      1;   1;   0;  22;52.4;      24;    0;  imp;      24;    0;  imp;      22;    0; pure;      25;    0;  imp;      26;    0;  imp
7332;6;   8;      6624; skew;   2;   1;      2;      5;   0;   0;2458;37.1;    2483;    1;  imp;    2302;    1;  imp;    2785;    0;  imp;    2882;    1;  imp;       ?;    ?;    ?
7333;4;   5;       122; skew;   2;   0;      4;      1;   1;   0;  47;38.5;      59;    0;  imp;      53;    0;  imp;      55;    0;  imp;      60;    0;  imp;       ?;    ?;    ?
7335;3;   4;        64;plain;  11;   0;      3;      3;   1;   1;  27;42.2;      27;    0; pure;      16;    0;  imp;      27;    1; pure;      27;    1; pure;       ?;    ?;    ?
7340;5;   8;      4060; skew;   5;   6;      5;      1;   0;   0;2161;53.2;    1623;    0;  imp;    1693;    0;  imp;    2336;    0;  imp;    2361;    0;  imp;       ?;    ?;    ?
7342;3;   7;       190; skew;   5;   2;      1;      1;   0;   0; 126;66.3;     126;    0; pure;      81;    0;  imp;     126;    0; pure;     126;    0; pure;       ?;    ?;    ?
7345;5;   5;      2220; skew;   4;   0;      2;      5;   1;   1; 886;39.9;     713;    0;  imp;     494;    0;  imp;     886;    1; pure;     886;    1; pure;       ?;    ?;    ?
7348;3;   8;       136; skew;   3;   0;      1;      1;   0;   0;  88;64.7;      87;    0;  imp;      54;    0;  imp;      88;    0; pure;      86;    0;  imp;       ?;    ?;    ?
7350;2;   9;        60; skew;   5;   1;      1;      1;   0;   0;  48;80.0;      48;    0; pure;      44;    0;  imp;      48;    0; pure;      48;    0; pure;      48;    0; pure
7351;6;   4;       636; skew;   2;   2;      2;      2;   1;   1; 206;32.4;     213;    1;  imp;     182;    1;  imp;     238;    1;  imp;     225;    1;  imp;       ?;    ?;    ?
7353;3;   5;        70; skew;   2;   0;      2;      3;   0;   0;  35;50.0;      35;    0; pure;      33;    0;  imp;      35;    0; pure;      33;    0;  imp;       ?;    ?;    ?
7354;4;   9;        80; skew;   2;   4;      1;      2;   0;   0;  43;53.8;      56;    0;  imp;      57;    0;  imp;      57;    0;  imp;      58;    0;  imp;       ?;    ?;    ?
7356;2;   8;        12; skew;   7;   5;      1;      1;   0;   0;   9;75.0;       9;    0; pure;       9;    0; pure;       9;    0; pure;       9;    0;  imp;       9;    0;  imp
7357;5;   5;      2304; skew;   3;   0;      5;      4;   1;   1; 951;41.3;     631;    0; pure;     449;    1;  imp;     951;    1; pure;     945;    1;  imp;       ?;    ?;    ?
7359;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;     108;    1; pure;      85;    1;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
7360;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;      96;    2; pure;      98;    2;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
7364;6;   5;     15348; skew;   4;   2;      5;      4;   1;   1;6030;39.3;    5874;    1;  imp;    3588;    1;  imp;    6030;    1; pure;    5970;    1;  imp;       ?;    ?;    ?
7365;3;   9;        22; skew;   3;   5;      1;      3;   0;   0;  14;63.6;      15;    0;  imp;      15;    0;  imp;      15;    0;  imp;      15;    0;  imp;      15;    0;  imp
7366;5;   6;      2550; skew;   5;   5;      4;      5;   1;   1;1029;40.4;     342;    2;  imp;     406;    2;  imp;    1101;    1;  imp;    1101;    1;  imp;       ?;    ?;    ?
7368;2;   5;        25;plain;  11;   0;      2;      2;   0;   0;  16;64.0;      16;    0; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure;      16;    0; pure
7371;4;   8;       660; skew;   2;   1;      3;      3;   0;   0; 389;58.9;     306;    0;  imp;     244;    0;  imp;     389;    0; pure;     369;    0;  imp;       ?;    ?;    ?
7372;4;   5;        66; skew;   3;   4;      2;      3;   1;   1;  24;36.4;      32;    0;  imp;      30;    0;  imp;      28;    1;  imp;      29;    2;  imp;       ?;    ?;    ?
7374;3;   6;       216;plain;  11;   0;      3;      3;   0;   0; 125;57.9;     125;    0; pure;     104;    0;  imp;     125;    0; pure;     125;    0; pure;       ?;    ?;    ?
7382;2;   7;        49;plain;  11;   0;      2;      2;   0;   0;  36;73.5;      12;    1; pure;      16;    0;  imp;      36;    0; pure;      36;    0; pure;      36;    0; pure
7383;5;   4;        12; skew;   1;   3;      4;      5;   1;   1;   3;25.0;       7;    0;  imp;       7;    0;  imp;       7;    1;  imp;       7;    1;  imp;       7;    0;  imp
7385;3;   9;       474; skew;   6;   2;      2;      1;   0;   0; 348;73.4;     154;    0;  imp;     281;    0;  imp;     348;    0; pure;     348;    0; pure;       ?;    ?;    ?
7386;4;   6;       686; skew;   3;   0;      2;      2;   0;   0; 353;51.5;     352;    0;  imp;     248;    0;  imp;     353;    0; pure;     276;    1;  imp;       ?;    ?;    ?
7390;6;   6;        34; skew;   2;   4;      1;      1;   1;   0;  17;50.0;      31;    0;  imp;      31;    0;  imp;      31;    0;  imp;      31;    0;  imp;      31;    0;  imp
7394;2;   4;        12; skew;   3;   1;      1;      2;   0;   0;   7;58.3;       7;    0; pure;       6;    0;  imp;       7;    0; pure;       7;    0; pure;       7;    0; pure
7395;6;   8;      8470; skew;   4;   7;      3;      3;   0;   0;3355;39.6;    3128;    1;  imp;    2754;    1;  imp;    4237;    0;  imp;    3750;    1;  imp;       ?;    ?;    ?
7396;5;   5;      2304; skew;   3;   1;      4;      4;   1;   1; 924;40.1;     760;    0; pure;     520;    0;  imp;     924;    1; pure;     924;    1; pure;       ?;    ?;    ?
7397;3;   6;       216;plain;  11;   0;      3;      3;   0;   0; 125;57.9;     125;    0; pure;      92;    0;  imp;     125;    0; pure;     125;    0; pure;       ?;    ?;    ?
7398;4;   4;       186; skew;   3;   2;      2;      4;   1;   1;  77;41.4;      56;    0;  imp;      56;    1;  imp;      77;    1; pure;      77;    1; pure;       ?;    ?;    ?
7399;2;   8;        54; skew;   6;   1;      1;      2;   0;   0;  42;77.8;      18;    0;  imp;      42;    0; pure;      42;    0; pure;      42;    0; pure;      42;    0; pure
7400;2;   4;        16;plain;   3;   0;      2;      2;   0;   0;   9;56.3;       6;    1; pure;       6;    1; pure;       9;    0; pure;       9;    0; pure;       9;    0; pure
7401;5;   6;        36; skew;   2;   5;      2;      1;   1;   0;  18;50.0;      26;    0;  imp;      25;    0;  imp;      25;    0;  imp;      26;    0;  imp;      26;    0;  imp
7403;4;   7;      1020; skew;   3;   2;      4;      3;   0;   0; 490;48.0;     463;    0;  imp;     321;    0;  imp;     496;    0;  imp;     418;    1;  imp;       ?;    ?;    ?
7404;4;   9;      6561;plain;  11;   0;      4;      4;   0;   0;4096;62.4;    4096;    0; pure;    2647;    0;  imp;    4096;    0; pure;    4096;    0; pure;       ?;    ?;    ?
7409;4;   9;      6552; skew;   8;   0;      4;      3;   0;   0;4091;62.4;    4091;    0; pure;    2359;    0;  imp;    4091;    0; pure;    3971;    0;  imp;       ?;    ?;    ?
7410;5;   6;       440; skew;   3;   5;      5;      5;   1;   0; 183;41.6;     186;    1;  imp;     174;    1;  imp;     239;    0;  imp;     234;    0;  imp;       ?;    ?;    ?
7411;3;   8;       512;plain;  11;   0;      3;      3;   0;   0; 343;67.0;      21;    2; pure;      41;    1;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
7416;5;   5;      1086; skew;   2;   1;      3;      3;   1;   1; 423;39.0;     365;    0;  imp;     276;    0;  imp;     424;    1;  imp;     411;    1;  imp;       ?;    ?;    ?
7422;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;     540;    3; pure;     594;    2;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
7425;4;   7;       142; skew;   1;   1;      3;      4;   0;   0;  84;59.2;      77;    0;  imp;      82;    0;  imp;      87;    0;  imp;      93;    0;  imp;       ?;    ?;    ?
7426;5;   4;        84; skew;   1;   2;      5;      5;   1;   1;  34;40.5;      38;    1;  imp;      40;    1;  imp;      39;    1;  imp;      41;    1;  imp;       ?;    ?;    ?
7427;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      10;    1; pure;      11;    0;  imp;      25;    0; pure;      25;    0; pure;      25;    0; pure
7429;6;   7;       136; skew;   1;   0;      5;      1;   1;   0;  76;55.9;      90;    0;  imp;      81;    0;  imp;      89;    0;  imp;      92;    0;  imp;       ?;    ?;    ?
7431;5;   6;      6244; skew;   4;   1;      4;      3;   1;   1;2575;41.2;    2267;    0;  imp;    1438;    0;  imp;    2575;    1; pure;    2575;    1; pure;       ?;    ?;    ?
7437;4;   5;       320; skew;   4;   0;      2;      1;   1;   0; 139;43.4;     116;    1;  imp;      97;    1;  imp;     139;    0; pure;     133;    1;  imp;       ?;    ?;    ?
7439;3;   6;        16; skew;   3;   4;      1;      2;   0;   0;  10;62.5;      10;    0; pure;       7;    0;  imp;      10;    0; pure;       9;    0;  imp;      10;    0;  imp
7440;3;   3;        24; skew;   2;   0;      2;      2;   1;   1;  11;45.8;       9;    1;  imp;       6;    1;  imp;      11;    1; pure;      11;    1; pure;      11;    1; pure
7443;6;   8;     13354; skew;   2;   0;      5;      5;   0;   0;6426;48.1;    4204;    0;  imp;    4178;    0;  imp;    6588;    0;  imp;    6147;    1;  imp;       ?;    ?;    ?
7445;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     216;    0; pure;     146;    0;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
7446;4;   4;        60; skew;   2;   2;      4;      1;   1;   0;  24;40.0;      21;    2;  imp;      15;    2;  imp;      28;    0;  imp;      31;    0;  imp;      31;    0;  imp
7450;6;   4;      3912; skew;   3;   0;      4;      3;   1;   1;1383;35.4;    1209;    1;  imp;     751;    1;  imp;    1383;    1; pure;    1125;    2;  imp;       ?;    ?;    ?
7451;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     500;    1; pure;     352;    1;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
7455;6;   6;      3170; skew;   2;   0;      2;      2;   1;   0;1308;41.3;    1324;    0;  imp;    1135;    0;  imp;    1330;    0;  imp;    1357;    1;  imp;       ?;    ?;    ?
7456;6;   7;        46; skew;   1;   4;      3;      5;   1;   1;  19;41.3;      29;    1;  imp;      29;    1;  imp;      29;    1;  imp;      30;    1;  imp;      30;    1;  imp
7458;4;   9;       130; skew;   2;   4;      4;      2;   0;   0;  73;56.2;      88;    0;  imp;      84;    0;  imp;      91;    0;  imp;      91;    0;  imp;       ?;    ?;    ?
7459;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      10;    1; pure;       9;    1;  imp;      25;    0; pure;      25;    0; pure;      25;    0; pure
7460;2;   7;        49;plain;  11;   0;      2;      2;   0;   0;  36;73.5;      36;    0; pure;      31;    0;  imp;      36;    0; pure;      36;    0; pure;      36;    0; pure
7461;5;   4;       180; skew;   2;   3;      4;      5;   1;   1;  67;37.2;      65;    1;  imp;      60;    1;  imp;      68;    1;  imp;      71;    1;  imp;       ?;    ?;    ?
7463;4;   5;        58; skew;   1;   1;      2;      2;   1;   0;  27;46.6;      16;    2;  imp;      27;    0;  imp;      33;    0;  imp;      33;    0;  imp;      34;    0;  imp
7465;2;   4;        12; skew;   3;   0;      2;      1;   0;   0;   7;58.3;       5;    0;  imp;       5;    0;  imp;       7;    0; pure;       7;    0; pure;       7;    0; pure
7466;3;   8;        28; skew;   2;   3;      2;      2;   0;   0;  18;64.3;      19;    0;  imp;      19;    0;  imp;      20;    0;  imp;      21;    0;  imp;      21;    0;  imp
7467;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;     192;    1; pure;     135;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
7469;4;   4;       108; skew;   3;   1;      3;      1;   1;   1;  39;36.1;      40;    0;  imp;      39;    0;  imp;      42;    1;  imp;      46;    1;  imp;       ?;    ?;    ?
7470;5;   8;      5952; skew;   4;   5;      3;      2;   0;   0;2818;47.3;    2313;    1;  imp;    1931;    1;  imp;    2963;    0;  imp;    2507;    1;  imp;       ?;    ?;    ?
7471;3;   3;        24; skew;   2;   1;      3;      3;   1;   1;  11;45.8;       8;    1;  imp;       8;    1;  imp;      11;    1; pure;      11;    1; pure;      11;    1; pure
7475;5;   6;       586; skew;   2;   0;      5;      1;   1;   0; 243;41.5;     259;    1;  imp;     233;    0;  imp;     265;    0;  imp;     283;    0;  imp;       ?;    ?;    ?
7476;5;   3;       243;plain;  11;   0;      5;      5;   2;   2;  80;32.9;      40;    3; pure;      33;    3;  imp;      80;    2; pure;      80;    2; pure;       ?;    ?;    ?
7477;3;   5;        30; skew;   1;   0;      3;      2;   0;   0;  13;43.3;      15;    0;  imp;      10;    1;  imp;      15;    0;  imp;      15;    0;  imp;      15;    0;  imp
7478;4;   9;      6561;plain;  11;   0;      4;      4;   0;   0;4096;62.4;    4096;    0; pure;    2779;    0;  imp;    4096;    0; pure;    4096;    0; pure;       ?;    ?;    ?
7481;5;   5;       352; skew;   2;   2;      3;      1;   1;   1; 149;42.3;     161;    1;  imp;     146;    1;  imp;     155;    1;  imp;     164;    1;  imp;       ?;    ?;    ?
7482;6;   9;     10170; skew;   4;   4;      1;      2;   0;   0;5248;51.6;    4818;    0;  imp;    4624;    0;  imp;    5678;    0;  imp;    5567;    0;  imp;       ?;    ?;    ?
7483;4;   6;       660; skew;   5;   3;      3;      1;   0;   0; 328;49.7;     268;    0;  imp;     233;    0;  imp;     328;    0; pure;     267;    0;  imp;       ?;    ?;    ?
7484;3;   8;       512;plain;  11;   0;      3;      3;   0;   0; 343;67.0;     343;    0; pure;     232;    0;  imp;     343;    0; pure;     343;    0; pure;       ?;    ?;    ?
7486;2;   9;        42; skew;   3;   0;      2;      1;   0;   0;  32;76.2;      26;    0;  imp;      32;    0; pure;      32;    0; pure;      32;    0; pure;      32;    0; pure
7488;5;   7;      2520; skew;   6;   0;      1;      3;   0;   0;1214;48.2;     904;    1;  imp;     839;    0;  imp;    1214;    0; pure;     973;    0;  imp;       ?;    ?;    ?
7489;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;     192;    1; pure;     190;    0;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
7493;5;   9;      3170; skew;   3;   5;      5;      3;   0;   0;1638;51.7;    1507;    0;  imp;    1354;    0;  imp;    1705;    0;  imp;    1615;    0;  imp;       ?;    ?;    ?
7495;4;   3;        46; skew;   2;   2;      3;      2;   1;   2;  16;34.8;      14;    2;  imp;      14;    2;  imp;      16;    2; pure;      18;    1;  imp;      18;    1;  imp
7499;6;   3;       202; skew;   1;   1;      5;      3;   2;   2;  65;32.2;      39;    1;  imp;      41;    1;  imp;      65;    2; pure;      57;    2;  imp;       ?;    ?;    ?
7502;5;   6;      1592; skew;   3;   2;      2;      1;   1;   0; 759;47.7;     490;    1;  imp;     444;    1;  imp;     760;    0;  imp;     743;    1;  imp;       ?;    ?;    ?
7505;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;    1215;    2; pure;     772;    2;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
7507;5;   3;       243;plain;  11;   0;      5;      5;   2;   2;  80;32.9;      80;    1; pure;      58;    1;  imp;      80;    2; pure;      80;    2; pure;       ?;    ?;    ?
7510;3;   8;       336; skew;   7;   1;      1;      1;   0;   0; 227;67.6;      50;    1;  imp;      86;    0;  imp;     227;    0; pure;     227;    0; pure;       ?;    ?;    ?
7513;4;   4;       256;plain;  11;   0;      4;      4;   1;   1; 108;42.2;      81;    0; pure;      64;    0;  imp;     108;    1; pure;     108;    1; pure;       ?;    ?;    ?
7521;2;   8;        64;plain;  11;   0;      2;      2;   0;   0;  49;76.6;      49;    0; pure;      38;    0;  imp;      49;    0; pure;      49;    0; pure;       ?;    ?;    ?
7522;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    0; pure;     166;    0;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
7526;6;   5;      8100; skew;   4;   1;      2;      3;   1;   1;3076;38.0;    2430;    1;  imp;    1798;    1;  imp;    3076;    1; pure;    2784;    1;  imp;       ?;    ?;    ?
7532;5;   4;       174; skew;   1;   1;      4;      5;   1;   0;  60;34.5;      71;    0;  imp;      68;    0;  imp;      65;    0;  imp;      76;    0;  imp;       ?;    ?;    ?
7546;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;    1280;    1; pure;     977;    1;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
7547;3;   9;       320; skew;   8;   5;      2;      1;   0;   0; 225;70.3;     195;    0;  imp;     165;    0;  imp;     226;    0;  imp;     215;    0;  imp;       ?;    ?;    ?
7548;3;   4;        46; skew;   2;   0;      2;      2;   1;   0;  20;43.5;      11;    1;  imp;      13;    1;  imp;      20;    0; pure;      18;    1;  imp;      20;    0; pure
7549;6;   8;      7146; skew;   3;   6;      4;      4;   0;   0;3324;46.5;    2636;    0;  imp;    2733;    0;  imp;    3734;    0;  imp;    3458;    0;  imp;       ?;    ?;    ?
7553;5;   7;      9790; skew;   5;   4;      2;      4;   0;   0;4665;47.7;    3312;    1;  imp;    2859;    0;  imp;    4674;    0;  imp;    3673;    1;  imp;       ?;    ?;    ?
7555;4;   8;       798; skew;   4;   1;      1;      1;   0;   0; 446;55.9;     329;    0;  imp;     321;    0;  imp;     447;    0;  imp;     419;    0;  imp;       ?;    ?;    ?
7558;3;   4;        18; skew;   3;   3;      3;      3;   1;   2;   6;33.3;       9;    0;  imp;       9;    1;  imp;       6;    2; pure;      10;    1;  imp;      10;    1;  imp
7561;4;   7;      1970; skew;   5;   1;      2;      4;   0;   0;1100;55.8;     453;    1;  imp;     527;    1;  imp;    1100;    0; pure;     681;    0;  imp;       ?;    ?;    ?
7562;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;     405;    1; pure;     243;    1;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
7563;2;   8;        12; skew;   7;   5;      2;      1;   0;   0;   9;75.0;       9;    0; pure;       9;    0;  imp;       9;    0; pure;       9;    0;  imp;       9;    0;  imp
7567;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    0; pure;    1831;    0;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
7568;5;   5;      1566; skew;   3;   1;      2;      3;   1;   1; 607;38.8;     549;    1;  imp;     448;    1;  imp;     607;    1; pure;     593;    1;  imp;       ?;    ?;    ?
7569;2;   7;        49;plain;  11;   0;      2;      2;   0;   0;  36;73.5;      12;    1; pure;      11;    1;  imp;      36;    0; pure;      36;    0; pure;      36;    0; pure
7570;4;   4;       252; skew;   3;   1;      4;      4;   1;   1; 106;42.1;      56;    2;  imp;      50;    1;  imp;     106;    1; pure;     106;    1; pure;       ?;    ?;    ?
7573;5;   7;     13440; skew;   6;   4;      4;      5;   0;   0;6138;45.7;    5577;    0;  imp;    3388;    0;  imp;    6152;    0;  imp;    5145;    1; pure;       ?;    ?;    ?
7575;3;   8;       336; skew;   7;   2;      1;      1;   0;   0; 227;67.6;     187;    0;  imp;     146;    0;  imp;     227;    0; pure;     227;    0; pure;       ?;    ?;    ?
7579;6;   8;        62; skew;   1;   4;      3;      3;   0;   0;  25;40.3;      40;    1;  imp;      45;    0;  imp;      45;    0;  imp;      45;    0;  imp;      45;    0;  imp
7580;5;   3;        48; skew;   2;   0;      3;      1;   2;   1;  13;27.1;      13;    0;  imp;      12;    0;  imp;      17;    1;  imp;      18;    1;  imp;      18;    1;  imp
7581;3;   7;        32; skew;   6;   6;      2;      1;   0;   0;  14;43.8;      20;    1;  imp;      20;    1;  imp;      24;    0;  imp;      25;    1;  imp;      25;    1;  imp
7582;4;   4;        66; skew;   2;   1;      3;      1;   1;   0;  28;42.4;      34;    0;  imp;      33;    0;  imp;      31;    0;  imp;      32;    0;  imp;       ?;    ?;    ?
7583;2;   8;        64;plain;  11;   0;      2;      2;   0;   0;  49;76.6;      49;    0; pure;      43;    0;  imp;      49;    0; pure;      49;    0; pure;       ?;    ?;    ?
7586;6;   8;      7146; skew;   3;   6;      5;      5;   0;   0;3412;47.7;    3144;    0;  imp;    3169;    0;  imp;    4019;    0;  imp;    3756;    0;  imp;       ?;    ?;    ?
7587;4;   5;       240; skew;   3;   0;      2;      1;   1;   0;  96;40.0;      89;    0;  imp;      87;    0;  imp;      96;    0; pure;     109;    1;  imp;       ?;    ?;    ?
7590;2;   8;        44; skew;   4;   0;      2;      1;   0;   0;  32;72.7;      30;    0;  imp;      30;    0;  imp;      32;    0; pure;      32;    0; pure;      32;    0; pure
7591;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    3840;    2; pure;    2939;    1;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
7594;4;   8;      3340; skew;   6;   3;      3;      3;   0;   0;1939;58.1;    1915;    0;  imp;    1184;    0;  imp;    1939;    0; pure;    1268;    0;  imp;       ?;    ?;    ?
7596;2;   9;        72; skew;   8;   0;      2;      1;   0;   0;  57;79.2;      57;    0; pure;      46;    0;  imp;      57;    0; pure;      57;    0; pure;       ?;    ?;    ?
7597;5;   4;       162; skew;   1;   1;      4;      3;   1;   1;  52;32.1;      58;    0;  imp;      50;    0;  imp;      61;    1;  imp;      62;    1;  imp;       ?;    ?;    ?
7599;4;   5;       625;plain;  11;   0;      4;      4;   1;   1; 256;41.0;     256;    0; pure;     177;    0;  imp;     256;    1; pure;     256;    1; pure;       ?;    ?;    ?
7600;4;   9;       212; skew;   6;   8;      3;      2;   0;   0;  81;38.2;      87;    2;  imp;      93;    0;  imp;     138;    0;  imp;     138;    0;  imp;       ?;    ?;    ?
